product_id,product_handle,product_title,product_status,flagged_variant_count,min_aud_across_variants,max_aud_across_variants
prod_01KPM39X9RWYYXFM6PDW2ZJTBC,syzmik-unisex-streetworx-water-resistant-1-4-zip-pullover-zt665,Syzmik Unisex Streetworx Water Resistant 1/4 Zip Pullover ZT665,draft,88,0.3895,0.3895
prod_01KPM39X9S0FBE8XXNM4T05GJZ,syzmik-unisex-streetworx-hooded-puffer-vest-zv245,Syzmik Unisex Streetworx Hooded Puffer Vest ZV245,draft,44,0.46950000000000003,0.46950000000000003
prod_01KPM39X9S2D34H7YYKM80N5V4,syzmik-unisex-hi-vis-zip-vest-zv998,Syzmik Unisex Hi Vis Zip Vest ZV998,draft,27,0.059500000000000004,0.059500000000000004
prod_01KPM39X9S3NC648QWKMKR1F95,syzmik-mens-midweight-drill-cargo-pant-regular-zw001,Syzmik Mens Midweight Drill Cargo Pant (Regular) ZW001,draft,39,0.2695,0.2695
prod_01KPM39X9S4YA30EEKKJS567QA,syzmik-mens-hi-vis-lightweight-waterproof-vest-zv358,Syzmik Mens Hi Vis Lightweight Waterproof Vest ZV358,draft,18,0.3195,0.3195
prod_01KPM39X9S75J6X7PCCYT0EH21,syzmik-unisex-hi-vis-softshell-vest-zv426,Syzmik Unisex Hi Vis Softshell Vest ZV426,draft,22,0.3295,0.3295
prod_01KPM39X9S9Y7M95WWRF40QPZJ,syzmik-mens-plain-utility-pant-zw002,Syzmik Mens Plain Utility Pant ZW002,draft,78,0.22949999999999998,0.22949999999999998
prod_01KPM39X9SATG65WBFPPAFMVKF,syzmik-mens-taped-utility-pant-regular-zw004,Syzmik Mens Taped Utility Pant (Regular) ZW004,draft,52,0.2695,0.2695
prod_01KPM39X9SDB7P20EZNYX4BKSZ,syzmik-mens-plain-utility-short-zw011,Syzmik Mens Plain Utility Short ZW011,draft,39,0.1895,0.1895
prod_01KPM39X9SJG8M77B3RWRGD0D3,syzmik-unisex-hi-vis-nsw-rail-vest-zv697,Syzmik Unisex Hi Vis NSW Rail Vest ZV697,draft,9,0.105,0.105
prod_01KPM39X9SNW4WEMPTH50T8NF9,syzmik-unisex-hi-vis-vic-rail-zip-vest-zv687,Syzmik Unisex Hi Vis VIC Rail Zip Vest ZV687,draft,9,0.059500000000000004,0.059500000000000004
prod_01KPM8ZYQQ5RJJ9TDX2HDY8P5N,syzmik-mens-summer-cargo-pant-regular-zp145r,Syzmik Mens Summer Cargo Pant (Regular) ZP145R,draft,52,0.2995,0.2995
prod_01KPM8ZYQQ762NPNP00Q13D8AB,syzmik-unisex-streetworx-beanie-zmbean,Syzmik Unisex Streetworx Beanie ZMBEAN,draft,3,0.0695,0.0695
prod_01KPM8ZYQQCG1C4HK3B0RHNYYS,syzmik-mens-rugged-cooling-cargo-pant-stout-zp504s,Syzmik Mens Rugged Cooling Cargo Pant (Stout) ZP504S,draft,40,0.34950000000000003,0.34950000000000003
prod_01KPM8ZYQQJWY47EP1G5B2Q70Z,syzmik-mens-summer-cargo-pant-stout-zp145s,Syzmik Mens Summer Cargo Pant (Stout) ZP145S,draft,20,0.2995,0.2995
prod_01KPM8ZYQQZSMJE58N93CKAVRN,syzmik-mens-basic-cargo-pant-stout-zp501s,Syzmik Mens Basic Cargo Pant (Stout) ZP501S,draft,10,0.2695,0.2695
prod_01KPM8ZYQR0SMWP8FTPC57V54H,syzmik-mens-bio-motion-taped-pant-stout-zp920s,Syzmik Mens Bio Motion Taped Pant (Stout) ZP920S,draft,10,0.2995,0.2995
prod_01KPM8ZYQRDSNG3CD24PJZ7RJ7,syzmik-mens-orange-flame-taped-cargo-pant-stout-zp521s,Syzmik Mens Orange Flame Taped Cargo Pant (Stout) ZP521S,draft,10,0.8695,0.8695
prod_01KPM8ZYQRKMBM5WJYA2G7B9T2,syzmik-mens-midweight-drill-cargo-pant-stout-zw001s,Syzmik Mens Midweight Drill Cargo Pant (Stout) ZW001S,draft,30,0.2695,0.2695
prod_01KPM8ZYQRMXPCGCDWAAA8VA5H,syzmik-womens-plain-utility-pant-zwl002,Syzmik Womens Plain Utility Pant ZWL002,draft,33,0.22949999999999998,0.22949999999999998
prod_01KPM8ZYQRQ5P3T0QV3JDNS16K,syzmik-mens-taped-utility-pant-stout-zw004s,Syzmik Mens Taped Utility Pant (Stout) ZW004S,draft,10,0.2695,0.2695
prod_01KPM8ZYQRSW8VAZT0G0FAHKM2,syzmik-mens-rugged-cooling-taped-pant-stout-zp904s,Syzmik Mens Rugged Cooling Taped Pant (Stout) ZP904S,draft,10,0.3795,0.3795
prod_01KPM9027M3BNW464B0E9HQG1Z,syzmik-mens-hi-vis-x-back-ultralite-waterproof-jacket-zj657-au,Syzmik Mens Hi Vis X Back Ultralite Waterproof Jacket ZJ657-AU,draft,11,0.42950000000000005,0.42950000000000005
prod_01KPM9027M8ZVZAAV2BYW8Z7FE,syzmik-womens-plain-utility-short-zwl011,Syzmik Womens Plain Utility Short ZWL011,draft,27,0.22949999999999998,0.22949999999999998
prod_01KPM9027MKMJZFZ5M4H861EN0,syzmik-womens-taped-utility-pant-zwl004,Syzmik Womens Taped Utility Pant ZWL004,draft,18,0.2695,0.2695
prod_01KPM9027MPP864T5B93XNZHYV,syzmik-bamboo-work-socks-3-pack-zmsock3,Syzmik Bamboo Work Socks (3 Pack) ZMSOCK3,draft,1,0.1595,0.1595
prod_01KPM9027MVMXCCHN2FXX8GNW8,syzmik-mens-hi-vis-x-back-heavy-duty-waterproof-jacket-zj620-au,Syzmik Mens Hi Vis X Back Heavy Duty Waterproof Jacket ZJ620-AU,draft,11,0.7395,0.7395
prod_01KPTEP6A0YYEYM86JAKNESKY5,ramo-short-waist-apron-100-cotton-canvas-ap401s,Ramo Short Waist Apron - 100% cotton canvas,draft,6,0.09,0.09
prod_01KPTEP6A13ZRFDMPMKXWRR28B,ramo-full-bib-apron-190-gsm-poly-cotton-ap503b,Ramo Full-Bib Apron - 190 gsm poly/cotton,draft,1,0.105,0.105
prod_01KPTEP6A16HK2JWZX2586SWZW,ramo-long-waist-cotton-denim-apron-ap702l,Ramo Long Waist Cotton/Denim Apron,draft,3,0.13,0.13
prod_01KPTEP6A181YCCQDVVTSZP128,ramo-long-waist-apron-100-cotton-canvas-ap402l,Ramo Long Waist Apron - 100% Cotton Canvas,draft,6,0.105,0.105
prod_01KPTEP6A18D93BQ2V3ESKJRBN,ramo-short-waist-apron-190-gsm-poly-cotton-ap501s,Ramo Short Waist Apron - 190 gsm Poly/cotton,draft,1,0.07200000000000001,0.07200000000000001
prod_01KPTEP6A1N7KZ2B0EWM76T69V,ramo-long-waist-apron-190-gsm-poly-cotton-ap502l,Ramo Long Waist Apron - 190 gsm poly/cotton,draft,1,0.09,0.09
prod_01KPTEP6A1NSJD2P6QKTZF743C,ramo-stripe-apron-full-bib-ap603b,Ramo Stripe Apron - Full Bib,draft,4,0.145,0.145
prod_01KPTEP6A1RJKRYTXA27709DTT,ramo-striped-apron-full-waist-ap602l,Ramo Striped Apron - Full-waist,draft,4,0.13,0.13
prod_01KPTEP6A1TBA4WDSH2P5V9446,ramo-full-body-cotton-denim-apron-ap703b,Ramo Full Body Cotton/Denim Apron,draft,3,0.14,0.14
prod_01KPTEP6A1THMGE6AZ2ZK3BPA4,ramo-full-bib-apron-100-cotton-canvas-apron-ap403b,Ramo Full-bib Apron - 100% cotton canvas apron,draft,6,0.115,0.115
prod_01KPTEP6A2046B6JZ11SJ0A356,ramo-baby-blanket-b121bk,Ramo Baby Blanket,draft,3,0.08800000000000001,0.08800000000000001
prod_01KPTEP6A21NFWQ3WDD6JNGPMA,ramo-baby-contrast-bib-b101ap,Ramo Baby Contrast Bib,draft,3,0.044000000000000004,0.044000000000000004
prod_01KPTEP6A250HJW77EEB951YND,ramo-baby-cap-b101ca,Ramo Baby Cap,draft,18,0.044000000000000004,0.044000000000000004
prod_01KPTEP6A255BYX0B8M6G72MV4,ramo-organic-kids-bib-b141ap,Ramo Organic Kids Bib,draft,3,0.055,0.055
prod_01KPTEP6A2DNVF68NNBCF7MFZ5,ramo-rabbit-ears-b131ca,Ramo Rabbit Ears,draft,9,0.044000000000000004,0.044000000000000004
prod_01KPTEP6A2F92K9MYJWYXJBMC0,ramo-baby-short-sleeve-romper-b101bl,Ramo Baby Short Sleeve Romper,draft,15,0.1,0.1
prod_01KPTEP6A2MQAJQD6FQPWFWGYC,ramo-hooded-organic-cotton-baby-suit-b151bb,Ramo Hooded Organic Cotton Baby Suit,draft,16,0.11,0.11
prod_01KPTEP6A2SY1KCCPBX5R89Z1X,ramo-oxford-bag-bg001o,Ramo Oxford Bag,draft,3,0.24,0.24
prod_01KPTEP6A2ZR90TTKM4NZ7Z505,ramo-baby-pants-b108pa,Ramo Baby Pants,draft,15,0.066,0.066
prod_01KPTEP6A33QNTEST2PJ2BC4TC,ramo-babies-varsity-jacket-f160bb,Ramo Babies Varsity Jacket,draft,40,0.25,0.25
prod_01KPTEP6A34B9R733FEJ8YA0VM,ramo-contrast-bag-bg004u,Ramo Contrast Bag,draft,7,0.24,0.24
prod_01KPTEP6A38A2GTRHGPZK2STPD,ramo-jute-bag-bg008j,Ramo Jute Bag,draft,1,0.05,0.05
prod_01KPTEP6A398JE5F5QZYS5X2DH,ramo-280gsm-100-cotton-drill-washed-bucket-hat-c004hy,Ramo 280gsm 100% cotton drill washed bucket hat,draft,9,0.053,0.053
prod_01KPTEP6A3CVCV3BHM89A3DCRR,ramo-280gsm-100-cotton-drill-5-panel-cap-c002hy,Ramo 280gsm 100% cotton drill 5 panel cap,draft,5,0.0325,0.0325
prod_01KPTEP6A3EN3E1ABD3BD7J3TZ,ramo-heavy-tote-bag-bg007t,Ramo Heavy Tote Bag,published,8,0.06,0.06
prod_01KPTEP6A3NKGAKS1A1GASX5DY,ramo-mini-contrast-bag-bg006s,Ramo Mini Contrast Bag,draft,3,0.153,0.153
prod_01KPTEP6A3PVYM7CSEBDPA1MHA,ramo-5-panel-sports-mesh-cap-c006hy,Ramo 5 panel Sports Mesh Cap,draft,4,0.053,0.053
prod_01KPTEP6A3QYE18H6JYV80MS44,ramo-230gsm-6-panel-cap-c001hy,"Ramo 230gsm, 6 panel cap",draft,7,0.027999999999999997,0.027999999999999997
prod_01KPTEP6A3XQXQJTRA5FJF1AS4,ramo-100-poly-trucker-cap-c003hy,Ramo 100% poly trucker cap,draft,8,0.045,0.045
prod_01KPTEPBM0CQRRSS0RD2T46QFW,ramo-men-s-enterprise-half-zip-fleece-f365hz,Ramo Men's Enterprise Half Zip Fleece,draft,40,0.26,0.33799999999999997
prod_01KPTEPBM0K385RN7ZA9NWFB8E,ramo-womens-enterprise-half-zip-fleece-f365ld,Ramo Womens' Enterprise Half Zip Fleece,draft,40,0.255,0.255
prod_01KPTEPBM1AAVK1WWG8037450R,ramo-320gsm-women-s-polar-fleece-half-zip-top-f371ld,Ramo 320gsm Women's Polar Fleece Half Zip Top,draft,36,0.25,0.25
prod_01KPTEPBM1EYKB86P4G63E6NRR,ramo-500gsm-men-s-unisex-wool-blend-soft-shell-varsity-jacket-f372ws,Ramo 500gsm Men's/Unisex Wool Blend Soft Shell Varsity Jacket,draft,16,0.47,0.611
prod_01KPTEPBM1EZFQZ1PZ0358BXR9,ramo-kids-v-neck-fleece-f373ks,Ramo Kids v-neck Fleece,draft,35,0.17,0.17
prod_01KPTEPBM1HPZ9X2S2AGTVK675,ramo-500gsm-women-s-junior-wool-blend-soft-shell-varsity-jacket-f372un,Ramo 500gsm Women's/Junior Wool Blend Soft Shell Varsity Jacket,draft,12,0.46,0.46
prod_01KPTEPBM1JAY5ZC6FXDCTNDQC,ramo-320gsm-men-s-unisex-polar-fleece-half-zip-top-f371bp,Ramo 320gsm Men's / Unisex Polar Fleece Half Zip Top,draft,32,0.26,0.33799999999999997
prod_01KPTEPBM1SBNN81ENYMGT5F67,ramo-men-s-unisex-v-neck-fleece-f373vn,Ramo Men's/Unisex V-neck Fleece,draft,40,0.19,0.247
prod_01KPTEPBM29MZHNTERBW4RTAYG,ramo-adult-s-easy-fit-oversize-crew-neck-fleece-4xl-5xl-f376co,Ramo Adult's Easy Fit Oversize Crew Neck Fleece - 4xl & 5xl,draft,50,0.24,0.312
prod_01KPTEPBM2QEB01EAPNT47QDHX,ramo-womens-girls-cotton-care-half-zip-f380gl,Ramo Womens/Girls Cotton Care Half-Zip,draft,21,0.29,0.29
prod_01KPTEQS6A164ARCNT090H1NYF,ramo-womens-junior-shower-proof-sportech-nylon-jacket-j008un,Ramo Womens/Junior Shower Proof Sportech Nylon Jacket,draft,30,0.335,0.335
prod_01KPTEQS6A4FEN595ZAS6EVPF8,ramo-mens-shower-proof-sportech-nylon-jacket-j008hz,Ramo Mens Shower Proof Sportech Nylon Jacket,draft,35,0.34,0.34
prod_01KPTEQS6AP2A1W2TE6MBT458D,ramo-womens-ava-nylon-spandex-jacket-j480ld,Ramo Womens AVA Nylon/Spandex Jacket,draft,16,0.308,0.308
prod_01KPTEQS6APAF8K6DRDCDECZG9,ramo-mens-tempest-soft-shell-jacket-j481hz,Ramo Mens Tempest Soft Shell Jacket,draft,23,0.345,0.518
prod_01KPTEQS6B2Z4SVYK5MEVD19AH,ramo-womens-icon-jacket-420-gsm-j487ld,Ramo Womens' Icon Jacket - 420 gsm,draft,36,0.33,0.33
prod_01KPTEQS6BCP3YZVJRMHRJZTZ8,ramo-womens-tempest-plus-jacket-j486ld,Ramo Womens' Tempest Plus Jacket,draft,9,0.34700000000000003,0.34700000000000003
prod_01KPTEQS6BEK7VWJGVAN43PFRF,ramo-womens-air-jacket-j485ld,Ramo Womens' Air Jacket,draft,36,0.17,0.17
prod_01KPTEQS6BFP44HEMRHVDR0NVQ,ramo-mens-icon-jacket-420-gsm-j487hz,Ramo Mens' Icon Jacket - 420 gsm,draft,32,0.34,0.442
prod_01KPTEQS6BGSHV0DN2FFE4H2A7,ramo-men-s-air-jacket-j485hz,Ramo Men's Air Jacket,draft,28,0.17,0.17
prod_01KPTEQS6BHBREB1KVD20MY684,ramo-womens-soft-shell-hooded-jacket-tempest-range-j483ld,Ramo Womens Soft Shell HOODED Jacket - TEMPEST Range,draft,18,0.358,0.358
prod_01KPTEQS6BJTYBNV56VBEAJPXW,ramo-men-s-tempest-plus-jacket-j486hz,Ramo Men's Tempest Plus Jacket,draft,6,0.34700000000000003,0.34700000000000003
prod_01KPTEQS6BMBK4146M482VPWV5,ramo-men-s-soft-shell-vest-tempest-range-j482vs,Ramo Men's Soft Shell VEST - TEMPEST Range,draft,12,0.319,0.319
prod_01KPTEQS6BTYVTRMXJ9E3F5Z41,ramo-womens-soft-shell-vest-tempest-range-j482ld,Ramo Womens Soft Shell Vest - TEMPEST Range,draft,18,0.319,0.319
prod_01KPTEQS6BVZ461APCWXGTNNBN,ramo-men-s-soft-shell-hooded-jacket-tempest-range-j483hz,Ramo Men's Soft Shell HOODED Jacket - TEMPEST Range,draft,12,0.358,0.358
prod_01KPTEQS6BYRASX3SBBPCEXFW2,ramo-womens-tempest-soft-shell-jacket-j481ld,Ramo Womens Tempest Soft Shell Jacket,draft,27,0.345,0.345
prod_01KPTEQYHWA9VMDZMSCP258PHA,ramo-men-s-unisex-cotton-pique-knit-with-piping-p700hb,Ramo Men's / Unisex Cotton Pique Knit With Piping,draft,42,0.135,0.135
prod_01KPTEQYHWSTRPGKG1ABDYA7FH,ramo-women-s-cotton-pique-knit-with-piping-p700ld,Ramo Women's Cotton Pique Knit With Piping,draft,42,0.13,0.13
prod_01KPTEQYHX5WCD401BS93JTMYQ,ramo-100-combed-cotton-drill-short-sleeve-s007ms,Ramo 100% Combed Cotton Drill Short Sleeve,draft,16,0.24,0.24
prod_01KPTEQYHXB9CF7ZQCQHCEFMQ3,ramo-mens-flex-shorts-4-way-stretch-s611hb,Ramo Mens' FLEX Shorts - 4 way stretch,draft,14,0.13,0.13
prod_01KPTEQYHXECQV7DW26QK6C7WZ,ramo-womens-cotton-spandex-full-length-legging-s606ld,Ramo Womens Cotton Spandex Full Length Legging,draft,7,0.165,0.165
prod_01KPTEQYHY0RB1ACK1YMG9BNTW,ramo-womens-high-rise-legging-shorts-s616ld,Ramo Womens High Rise Legging Shorts,draft,9,0.14,0.14
prod_01KPTEQYHY2P87HMMAJNWEMDP0,ramo-kids-legging-s615gl,Ramo Kids legging,draft,6,0.1,0.1
prod_01KPTEQYHY3EV40K41JX1WJZW2,ramo-seamless-legging-s789ld,Ramo Seamless legging,draft,8,0.205,0.205
prod_01KPTEQYHY4RPH7FVTE1HHV5PJ,ramo-mens-cotton-sandwich-shorts-s614hs,Ramo Mens' Cotton Sandwich Shorts,draft,18,0.24,0.312
prod_01KPTEQYHYBEJMFX9QR60C9J93,ramo-womens-shorts-s707ld,Ramo Womens Shorts,draft,12,0.13,0.13
prod_01KPTEQYHYBVWC07M0EA8SFEAV,ramo-womens-high-rise-3-4-leggings-s612ld,Ramo Womens High-rise 3/4 Leggings,draft,9,0.185,0.185
prod_01KPTEQYHYC8VAZKYS3B8YKPEC,ramo-mens-shorts-s707hs,Ramo Mens Shorts,draft,10,0.13,0.13
prod_01KPTEQYHYJD2XA6FD9CRCW7FQ,ramo-womens-flex-shorts-4-way-stretch-s611ld,Ramo Womens' FLEX Shorts - 4 way stretch,draft,18,0.12,0.12
prod_01KPTEQYHYN14504V2KT4HGCJH,ramo-womens-cotton-spandex-3-4-leggings-s808ld,Ramo Womens Cotton Spandex 3/4 Leggings,draft,6,0.155,0.155
prod_01KPTEQYHYS8G91RC3AHTFS5GF,ramo-womens-high-rise-full-length-leggings-s613ld,Ramo Womens High Rise full length leggings,draft,9,0.19,0.19
prod_01KPTEQYHYY4DRC0YRC5B7XST0,ramo-kids-flex-shorts-4-way-stretch-s611ks,Ramo Kids' FLEX shorts - 4 way stretch,draft,12,0.12,0.12
prod_01KPTERFXTQJH0EXTYEWQ1KR4P,ramo-kids-marl-crew-neck-t-shirt-t306ks,Ramo Kids Marl Crew Neck T-shirt,published,50,4.4,7.51
prod_01KPTES6MT3JTBFRB7RWC5H3FP,ramo-adult-poly-cotton-fleece-sloppy-joe-tp212s,Ramo Adult Poly cotton fleece sloppy joe,published,86,0.19,0.247
prod_01KPTES6MT4D4XTDY6BYDVETKF,ramo-unisex-wide-leg-fleece-pants-tr09un,Ramo Unisex Wide leg fleece pants,draft,14,0.295,0.295
prod_01KPTES6MT5HK0GWJD8QCRP180,ramo-womens-3-layer-cotton-sandwich-pants-tr08ld,Ramo Womens' 3 Layer Cotton Sandwich Pants,draft,18,0.3,0.3
prod_01KPTES6MTCZQMG5E6VNA4VK02,ramo-junior-track-pants-tr03un,Ramo Junior Track Pants,draft,24,0.172,0.172
prod_01KPTES6MTDPYX7G2X8CQ03GPZ,ramo-mens-striped-track-pants-tr01mn,Ramo Mens Striped Track Pants,draft,54,0.253,0.253
prod_01KPTES6MTHGJPT5ZRFW5YMS16,ramo-womens-stance-brushed-fleece-pants-tr07ld,Ramo Womens' STANCE brushed fleece pants,draft,40,0.25,0.25
prod_01KPTES6MTPBMHEZ1MNMDP8GTA,ramo-mens-fleece-track-pants-tr03mn,Ramo Mens Fleece Track Pants,draft,21,0.182,0.182
prod_01KPTES6MTQB26F6NDDRR8YER3,ramo-mens-stance-brushed-fleece-pants-tr07mn,Ramo Mens' STANCE brushed fleece pants,draft,40,0.26,0.33799999999999997
prod_01KPTES6MTVG98ZZPH5X61CTD6,ramo-men-s-three-layer-cotton-sandwich-pants-tr08mn,Ramo Men's three layer Cotton Sandwich Pants,draft,18,0.3,0.39
prod_01KPTES6MTXXCDKS1W12ZYD0BX,ramo-womens-striped-track-pants-tr01ld,Ramo Womens Striped Track Pants,draft,54,0.248,0.248
prod_01KPTES6MV4GHKY9QEARJQJSH8,ramo-kids-s-three-layer-cotton-sandwich-pants-tr10ks,Ramo Kids's three layer Cotton Sandwich Pants,draft,14,0.25,0.25
prod_01KPTES6MV4W7MQ55VTB56Y2AC,ramo-bamboo-hand-towel-tw002h,Ramo Bamboo Hand Towel,draft,4,0.09,0.09
prod_01KPTES6MV4ZSEMGZYEJXXXG1S,ramo-womens-juniors-zipper-hoodies-with-pocket-tz66un,Ramo Womens/Juniors Zipper Hoodies with Pocket,published,175,0.2,0.2
prod_01KPTES6MV6F9QQVYRS7X4JXGN,ramo-bath-towel-tw004b,Ramo Bath Towel,draft,4,0.24,0.24
prod_01KPTES6MVATPM3KBHWR5AM5XX,ramo-kid-s-380gsm-poly-nylon-hooded-towel-with-kangaroo-pocket-tw08ks,Ramo Kid's 380gsm poly/nylon hooded towel with kangaroo pocket,draft,9,0.2,0.2
prod_01KPTES6MVGYE8EXTZXT0QPRMH,ramo-bamboo-fitness-towel-tw003f,Ramo Bamboo Fitness Towel,draft,5,0.115,0.115
prod_01KPTES6MVKY4QGHRY9QDZPK81,ramo-kid-s-380gsm-cotton-hooded-towel-with-kangaroo-pocket-tw06ks,Ramo Kid's 380gsm Cotton hooded towel with kangaroo pocket,draft,8,0.275,0.275
prod_01KPTES6MVQC04136V6PD8N9FW,ramo-bamboo-golf-towel-with-plastic-hook-tw001g,Ramo Bamboo Golf Towel with plastic hook,draft,4,0.1,0.1
prod_01KPTES6MVX44Y78J26HH67WKA,ramo-mens-zip-hoodies-with-pocket-tz612h,Ramo Mens Zip Hoodies with Pocket,published,198,0.21,0.315
prod_01KPTES6MVX85D938Y4ZRZRFFY,ramo-adult-s-380gsm-100-cotton-hooded-towel-with-kangaroo-pocket-tw05hq,Ramo Adult's 380gsm 100% cotton hooded towel with kangaroo pocket,draft,6,0.2895,0.2895
prod_01KPTES6MVXCGHWSZBRHWQ3HR5,ramo-adult-s-300gsm-polyester-nylon-hooded-towel-with-kangaroo-pocket-tw07hb,Ramo Adult's 300gsm polyester/nylon hooded towel with kangaroo pocket,draft,6,0.21,0.21
prod_01KPTESC8B1PZER4MHHGGKNHTM,ramo-womens-challenger-100-polyester-polo-p446ldm,Ramo Womens' Challenger 100% polyester Polo,published,56,0.15,0.15
prod_01KPTESC8B5E85X4CF2C1JD9TB,ramo-men-shoulder-contrast-panel-hoodie-workwear-f303hpw,Ramo Men Shoulder Contrast Panel Hoodie - WORKWEAR,published,16,0.265,0.265
prod_01KPTESC8B6QKFBSQ75A1ADHZ5,ramo-100-polyeter-vest-with-3m-reflective-tape-v001hp,Ramo 100% Polyeter Vest with 3M reflective tape,draft,14,0.105,0.105
prod_01KPTESC8BB0XDRR31MW1MWX02,ramo-kid-s-challenger-100-polyester-polo-p346ksm,Ramo Kid's' Challenger 100% polyester Polo,published,49,0.14,0.14
prod_01KPTESC8BDRPZM7KP03A9TXH5,ramo-womens-tempest-x-heather-soft-shell-jacket-j481ldm,Ramo Womens Tempest X Heather Soft Shell Jacket,draft,18,0.36,0.36
prod_01KPTESC8BHM9PKJS035WHSF9E,ramo-men-shoulder-contrast-zipper-hoodies-workwear-f303hzw,Ramo Men Shoulder Contrast Zipper Hoodies - WORKWEAR,published,16,0.27,0.27
prod_01KPTESC8BHTDEEAA4P7S0SWPB,ramo-100-polyeter-vest-without-reflective-tape-v001ho,Ramo 100% Polyeter Vest without reflective tape,draft,14,0.075,0.075
prod_01KPTESC8BPFR1FDV1TKG0P6PV,ramo-mens-unisex-challenger-polyester-polo-p446hbm,Ramo Mens' / Unisex Challenger polyester Polo,published,56,0.165,0.165
prod_01KPTESC8BYNZQWC0XCZZT716T,ramo-mens-tempest-x-heather-soft-shell-jacket-j481hzm,Ramo Mens Tempest X Heather Soft Shell Jacket,draft,12,0.37,0.37
prod_01KPTESC8C0MRQSRFJ5ZKTYP1A,ramo-mens-kangaroo-pocket-hoodies-max-tp212hx,Ramo Mens Kangaroo Pocket Hoodies Max,published,32,0.2,0.26
prod_01KPTESC8C2CFNDN2JT8E945FC,ramo-womens-juniors-kangaroo-pocket-hoodies-max-print-area-th22unx,Ramo Womens/Juniors Kangaroo Pocket Hoodies Max (Print Area),published,28,0.19,0.19
prod_01KPTESC8C4FGPQY6GNGV21TYV,ramo-men-s-meta-hoodie-f366hz-5,Ramo Men's Meta Hoodie,published,6,0.494,0.494
prod_01KPTESC8C6XE8CK3RN4KRYJ4Q,ramo-men-s-soft-shell-vest-tempest-range-j482vs-5,Ramo Men's Soft Shell VEST - TEMPEST Range,draft,2,0.4147,0.4147
prod_01KPTESC8C6XX1NYCKSVSRZZB5,ramo-women-s-challenger-100-polyester-t-shirt-t447ldm,Ramo Women's Challenger 100% polyester T-shirt,published,56,0.099,0.099
prod_01KPTESC8C7GDH67AH205VSVJS,ramo-unisex-stone-wash-sweatshirts-f800cw-5,Ramo Unisex Stone Wash Sweatshirts,published,6,0.299,0.299
prod_01KPTESC8C8J6QC3CQ7ASEFNAG,ramo-men-s-unisex-challenger-100-polyester-t-shirt-t447msm,Ramo Men's / Unisex Challenger 100% polyester T-shirt,published,49,0.099,0.099
prod_01KPTESC8CA4WVS34124NJ6T0J,ramo-kid-s-challenger-100-polyester-t-shirt-t307ksm,Ramo Kid's Challenger 100% polyester T-shirt,published,49,0.094,0.094
prod_01KPTESC8CFQY9B1WVPZY11MCB,ramo-kids-challenger-100-polyester-singlet-t308sgm,Ramo Kids' Challenger 100% polyester singlet,published,49,0.09,0.09
prod_01KPTESC8CKPY8VA0YMR1C8R5F,ramo-men-s-greatness-heather-jacket-f390hz-5,Ramo Men's Greatness Heather Jacket,draft,5,0.3289,0.3289
prod_01KPTESC8CY48GRK6SGWP7FQ3V,ramo-men-s-challenger-100-polyester-singlet-t448sgm,Ramo Men's Challenger 100% polyester Singlet,published,49,0.095,0.095
prod_01KPTESC8CZ3EY219NXEAZ20GQ,ramo-womens-challenger-100-polyester-singlet-t448ldm,Ramo Womens' Challenger 100% polyester singlet,published,56,0.095,0.095
prod_01KPTESC8D1HCPWC6Y7VC7J99F,ramo-adult-3-layer-one-piece-face-masks-with-adjustable-toggle-masks-cotton-071pa,Ramo Adult 3 Layer One Piece Face Masks with Adjustable toggle,draft,6,0.043,0.043
prod_01KPTESC8D4BXAP8JMQXDH2Z5E,ramo-100-middle-seamed-cotton-face-masks-masks-cotton-02,Ramo 100% Middle Seamed Cotton Face Masks,draft,2,0.027000000000000003,0.027000000000000003
prod_01KPTESC8D5WS1F07A4ZZ59F3Z,ramo-mens-unisex-earth-care-t-shirt-t805hd-7,Ramo Mens' / Unisex Earth Care T-shirt,published,1,0.10800000000000001,0.10800000000000001
prod_01KPTESC8D6SA9KPFFYKZ0ZK7T,ramo-100-one-piece-cotton-face-masks-masks-cotton-01,Ramo 100% One Piece Cotton Face Masks,draft,2,0.027000000000000003,0.027000000000000003
prod_01KPTESC8DC5SH0QMYVBDNRNZ3,ramo-mens-unisex-earth-care-t-shirt-t805hd-6,Ramo Mens' / Unisex Earth Care T-shirt,published,1,0.10800000000000001,0.10800000000000001
prod_01KPTESC8DF1H5JXGNANCPJVH2,ramo-men-s-tempest-plus-jacket-j486hz-5,Ramo Men's Tempest Plus Jacket,draft,1,0.4511,0.4511
prod_01KPTESC8DJQQKXXZTKE0KAGN5,ramo-100-one-piece-cotton-face-masks-with-adjustable-toggle-masks-cotton-01p,Ramo 100% One Piece Cotton Face Masks With Adjustable toggle,draft,8,0.037000000000000005,0.037000000000000005
prod_01KPTESC8DPYX0ZF4ECD346D6K,ramo-100-cotton-face-masks-masks-cotton,Ramo 100% Cotton Face Masks,draft,1,0.015,0.015
prod_01KPTESC8DQ2HN3JR7APYSYDBD,ramo-mens-tempest-x-heather-soft-shell-jacket-j481hzm-5,Ramo Mens Tempest X Heather Soft Shell Jacket,draft,2,0.48100000000000004,0.48100000000000004
